0 1 1 1 2 4.5366
 2 3 3 3 3 2.8047
 1 1 2 3 5 5.4025
 2 4 7 10 12 10.5724
 2 3 6 8 9 5.5059
 0 2 2 2 3 3.8516
 0 0 0 1 1 2.3264
