1 2 2 4 5 4.5366
 1 2 2 3 3 2.8047
 2 2 5 6 7 5.4025
 2 4 5 6 9 10.5724
 0 1 2 2 4 5.5059
 0 1 2 3 3 3.8516
 1 2 3 4 4 2.3264
