3 3 3 3 4 4.5366
 0 0 1 1 3 2.8047
 0 1 1 2 3 5.4025
 1 5 7 10 12 10.5724
 2 2 5 6 6 5.5059
 0 2 3 4 4 3.8516
 1 1 1 2 3 2.3264
