dataset_name;sampler_name;budget;embedding_dim;hidden_dim_multiplier;dropout;distance_loss_weight;train_epochs;learning_rate;test_accuracy;test_macro_f1;test_confusion
Cora;model;112;16;6;0.5;0.5;16;0.003;0.7921664626682986;0.7773643268800169;"[[7.320e+01 2.300e+00 2.100e+00 1.380e+01 4.100e+00 6.300e+00 4.200e+00]
 [2.000e+00 4.990e+01 5.500e+00 5.600e+00 3.000e-01 2.300e+00 4.000e-01]
 [2.000e+00 7.000e-01 1.149e+02 6.300e+00 4.000e-01 1.700e+00 0.000e+00]
 [1.840e+01 5.000e+00 3.900e+00 2.007e+02 1.060e+01 5.900e+00 1.500e+00]
 [8.500e+00 2.400e+00 3.000e-01 1.000e+01 1.035e+02 2.700e+00 6.000e-01]
 [6.900e+00 2.500e+00 2.700e+00 6.200e+00 7.000e-01 6.790e+01 3.100e+00]
 [7.400e+00 1.000e-01 5.000e-01 3.700e+00 1.000e-01 6.100e+00 3.710e+01]]"
Cora;model;119;16;6;0.5;0.5;16;0.003;0.8013463892288861;0.7862947081061868;"[[7.080e+01 2.600e+00 1.800e+00 1.750e+01 4.100e+00 5.300e+00 3.900e+00]
 [1.800e+00 4.940e+01 4.800e+00 7.000e+00 2.000e-01 2.500e+00 3.000e-01]
 [1.900e+00 7.000e-01 1.125e+02 8.400e+00 4.000e-01 1.900e+00 2.000e-01]
 [1.350e+01 4.200e+00 1.500e+00 2.117e+02 8.100e+00 6.000e+00 1.000e+00]
 [7.800e+00 2.000e+00 4.000e-01 1.210e+01 1.023e+02 3.000e+00 4.000e-01]
 [5.900e+00 2.000e+00 2.700e+00 6.200e+00 4.000e-01 6.990e+01 2.900e+00]
 [6.700e+00 0.000e+00 4.000e-01 3.100e+00 1.000e-01 6.600e+00 3.810e+01]]"
Cora;model;126;16;6;0.5;0.5;16;0.003;0.8015911872705018;0.7885293017213337;"[[7.530e+01 2.400e+00 1.600e+00 1.320e+01 3.800e+00 5.700e+00 4.000e+00]
 [1.700e+00 5.030e+01 4.600e+00 6.000e+00 2.000e-01 3.100e+00 1.000e-01]
 [2.400e+00 9.000e-01 1.134e+02 6.800e+00 6.000e-01 1.700e+00 2.000e-01]
 [1.810e+01 4.600e+00 1.700e+00 2.038e+02 9.600e+00 7.200e+00 1.000e+00]
 [8.500e+00 2.100e+00 1.000e-01 9.600e+00 1.041e+02 3.100e+00 5.000e-01]
 [7.100e+00 1.800e+00 2.400e+00 5.500e+00 4.000e-01 7.020e+01 2.600e+00]
 [6.800e+00 0.000e+00 5.000e-01 2.600e+00 3.000e-01 7.000e+00 3.780e+01]]"
Cora;model;133;16;6;0.5;0.5;16;0.003;0.7955936352509181;0.781729205787253;"[[7.350e+01 3.200e+00 1.700e+00 1.400e+01 3.600e+00 5.900e+00 4.100e+00]
 [1.600e+00 4.920e+01 4.000e+00 7.400e+00 3.000e-01 3.400e+00 1.000e-01]
 [2.000e+00 1.300e+00 1.084e+02 1.160e+01 4.000e-01 2.100e+00 2.000e-01]
 [1.560e+01 4.700e+00 2.500e+00 2.059e+02 8.300e+00 7.800e+00 1.200e+00]
 [7.600e+00 1.900e+00 8.000e-01 1.060e+01 1.030e+02 3.500e+00 6.000e-01]
 [5.900e+00 2.100e+00 2.100e+00 5.200e+00 5.000e-01 7.190e+01 2.300e+00]
 [6.800e+00 0.000e+00 4.000e-01 2.000e+00 2.000e-01 7.500e+00 3.810e+01]]"
Cora;model;140;16;6;0.5;0.5;16;0.003;0.8083231334149327;0.7932943682743053;"[[7.450e+01 2.900e+00 1.600e+00 1.480e+01 3.700e+00 4.000e+00 4.500e+00]
 [1.800e+00 4.870e+01 4.600e+00 7.200e+00 6.000e-01 3.000e+00 1.000e-01]
 [2.200e+00 7.000e-01 1.124e+02 8.400e+00 6.000e-01 1.400e+00 3.000e-01]
 [1.580e+01 4.200e+00 1.200e+00 2.097e+02 8.700e+00 5.000e+00 1.400e+00]
 [7.400e+00 1.700e+00 1.000e-01 9.700e+00 1.064e+02 2.100e+00 6.000e-01]
 [6.800e+00 1.500e+00 2.000e+00 6.200e+00 5.000e-01 7.000e+01 3.000e+00]
 [7.100e+00 0.000e+00 4.000e-01 2.000e+00 2.000e-01 6.600e+00 3.870e+01]]"
Cora;pagerank;7;16;6;0.5;0.5;16;0.003;0.14467564259485927;0.06933591962548473;"[[15.2  0.1 39.5  0.4 10.2 30.1 10.5]
 [ 6.5  2.8 25.1  0.   6.3 19.   6.3]
 [14.3  2.8 49.1  0.3 11.6 35.2 12.7]
 [26.3  0.1 94.8  4.  24.8 72.1 23.9]
 [15.2  0.1 48.5  0.3 13.9 37.3 12.7]
 [11.6  0.2 35.   0.   8.5 26.   8.7]
 [ 7.4  0.  19.4  0.1  5.1 15.8  7.2]]"
Cora;pagerank;14;16;6;0.5;0.5;16;0.003;0.1414932680538556;0.10342723119703748;"[[1.220e+01 0.000e+00 1.930e+01 3.000e-01 1.290e+01 3.500e+01 2.630e+01]
 [1.000e-01 3.300e+00 2.340e+01 0.000e+00 7.000e+00 1.940e+01 1.280e+01]
 [5.000e-01 1.200e+00 3.090e+01 1.000e-01 1.650e+01 4.420e+01 3.260e+01]
 [9.300e+00 0.000e+00 3.860e+01 5.400e+00 2.490e+01 1.024e+02 6.540e+01]
 [9.100e+00 1.000e-01 2.590e+01 4.000e-01 1.340e+01 4.610e+01 3.300e+01]
 [3.300e+00 1.000e-01 2.160e+01 0.000e+00 1.030e+01 3.280e+01 2.190e+01]
 [1.600e+00 0.000e+00 1.180e+01 0.000e+00 5.400e+00 1.860e+01 1.760e+01]]"
Cora;pagerank;21;16;6;0.5;0.5;16;0.003;0.24026927784577726;0.19219440075998842;"[[28.7  0.1 11.6  1.7 14.2 31.4 18.3]
 [ 0.3  2.6 21.7  2.1  8.2 20.3 10.8]
 [ 0.5  0.3 39.   0.4 13.2 37.  35.6]
 [13.6  0.  31.2 27.5 60.  72.  41.7]
 [ 8.5  0.  13.7  4.6 43.5 33.4 24.3]
 [ 3.6  0.1 20.8  0.   7.5 37.3 20.7]
 [ 3.6  0.   9.6  0.5  5.1 18.5 17.7]]"
Cora;pagerank;28;16;6;0.5;0.5;16;0.003;0.32068543451652387;0.26975507819614386;"[[32.5  0.1 12.5  2.1 15.  30.8 13. ]
 [ 1.5  5.8 17.6  3.9  7.2 23.6  6.4]
 [ 1.8  0.7 54.5  5.6 13.4 31.3 18.7]
 [ 9.2  1.  38.7 30.2 55.2 79.3 32.4]
 [ 6.3  0.2 11.9  1.7 72.4 25.7  9.8]
 [ 3.8  0.2 13.   3.1  8.9 48.9 12.1]
 [ 2.4  0.   7.5  1.8  5.2 20.4 17.7]]"
Cora;pagerank;35;16;6;0.5;0.5;16;0.003;0.4138310893512852;0.37469305311777606;"[[40.6  0.  16.   5.8 11.2 24.8  7.6]
 [ 0.4  8.9 25.1  4.   6.6 20.8  0.2]
 [ 0.7  0.4 79.9  0.3 12.6 30.5  1.6]
 [ 9.9  0.2 45.9 64.7 44.3 69.7 11.3]
 [ 6.1  0.2 16.5  7.  75.2 18.1  4.9]
 [ 3.3  0.3 18.7  2.9  7.3 53.   4.5]
 [ 5.2  0.  11.2  3.   3.8 16.  15.8]]"
Cora;pagerank;42;16;6;0.5;0.5;16;0.003;0.5188494492044063;0.4730835184446815;"[[4.470e+01 2.000e-01 1.560e+01 1.270e+01 7.000e+00 1.790e+01 7.900e+00]
 [5.000e-01 1.330e+01 2.970e+01 3.700e+00 5.700e+00 1.290e+01 2.000e-01]
 [5.000e-01 1.000e-01 1.097e+02 2.000e+00 6.000e-01 1.190e+01 1.200e+00]
 [8.900e+00 2.000e-01 3.960e+01 1.014e+02 4.040e+01 4.610e+01 9.400e+00]
 [5.800e+00 5.000e-01 1.440e+01 9.600e+00 8.320e+01 1.110e+01 3.400e+00]
 [4.900e+00 4.000e-01 2.010e+01 5.900e+00 1.000e+00 5.310e+01 4.600e+00]
 [5.500e+00 0.000e+00 1.310e+01 6.100e+00 9.000e-01 1.090e+01 1.850e+01]]"
Cora;pagerank;49;16;6;0.5;0.5;16;0.003;0.5384332925336597;0.5077148238059908;"[[5.590e+01 3.000e-01 1.300e+01 5.900e+00 6.900e+00 1.970e+01 4.300e+00]
 [6.000e-01 1.600e+01 2.580e+01 6.000e-01 6.100e+00 1.660e+01 3.000e-01]
 [7.000e-01 2.000e-01 1.111e+02 0.000e+00 2.000e-01 1.350e+01 3.000e-01]
 [1.360e+01 1.000e-01 4.900e+01 8.520e+01 3.920e+01 5.450e+01 4.400e+00]
 [7.100e+00 8.000e-01 1.090e+01 1.600e+00 9.290e+01 1.370e+01 1.000e+00]
 [5.900e+00 2.000e-01 1.400e+01 3.200e+00 1.400e+00 6.300e+01 2.300e+00]
 [8.700e+00 0.000e+00 1.280e+01 1.300e+00 1.800e+00 1.460e+01 1.580e+01]]"
Cora;pagerank;56;16;6;0.5;0.5;16;0.003;0.5755201958384333;0.538200704057348;"[[ 61.1   0.6  11.7   5.2   8.   16.7   2.7]
 [  0.9  21.5  23.9   1.4   4.4  13.7   0.2]
 [  1.3   0.3 114.4   0.7   0.7   8.6   0. ]
 [ 19.2   0.4  43.   99.   36.6  47.1   0.7]
 [  7.2   0.9   6.3   2.3  96.7  14.    0.6]
 [  6.5   0.5  12.1   3.7   1.7  64.1   1.4]
 [ 10.8   0.   13.1   1.6   1.2  14.9  13.4]]"
Cora;pagerank;63;16;6;0.5;0.5;16;0.003;0.6509179926560587;0.6146889507148638;"[[6.020e+01 5.000e-01 1.250e+01 1.210e+01 4.600e+00 1.270e+01 3.400e+00]
 [1.000e+00 2.440e+01 2.440e+01 5.900e+00 1.200e+00 8.800e+00 3.000e-01]
 [9.000e-01 2.000e-01 1.196e+02 1.000e+00 1.000e-01 4.200e+00 0.000e+00]
 [1.520e+01 3.000e-01 3.260e+01 1.524e+02 1.540e+01 2.920e+01 9.000e-01]
 [7.000e+00 1.100e+00 7.200e+00 1.020e+01 9.130e+01 1.040e+01 8.000e-01]
 [5.200e+00 2.000e-01 1.080e+01 6.500e+00 8.000e-01 6.430e+01 2.200e+00]
 [8.700e+00 0.000e+00 9.900e+00 3.000e+00 6.000e-01 1.320e+01 1.960e+01]]"
Cora;pagerank;70;16;6;0.5;0.5;16;0.003;0.70734394124847;0.6733370261254441;"[[ 58.5   1.3  10.2  15.5   6.6  10.5   3.4]
 [  1.   35.7  14.4   5.4   1.2   8.    0.3]
 [  0.6   0.4 120.3   1.6   0.2   2.9   0. ]
 [ 11.    1.9  15.  182.8  14.5  19.5   1.3]
 [  5.4   2.1   3.3  16.2  91.1   9.    0.9]
 [  4.7   2.    6.6   7.3   1.1  65.6   2.7]
 [  8.4   0.    4.7   2.6   1.5  13.9  23.9]]"
Cora;pagerank;77;16;6;0.5;0.5;16;0.003;0.7261933904528763;0.7052881777805956;"[[6.170e+01 2.700e+00 9.800e+00 1.150e+01 5.000e+00 8.200e+00 7.100e+00]
 [1.300e+00 4.510e+01 1.030e+01 2.300e+00 2.000e-01 4.700e+00 2.100e+00]
 [8.000e-01 1.400e+00 1.204e+02 1.000e+00 1.000e-01 2.000e+00 3.000e-01]
 [1.550e+01 7.100e+00 1.660e+01 1.767e+02 1.210e+01 1.350e+01 4.500e+00]
 [6.900e+00 3.500e+00 3.000e+00 1.250e+01 9.180e+01 6.700e+00 3.600e+00]
 [5.800e+00 4.700e+00 5.000e+00 6.300e+00 7.000e-01 6.280e+01 4.700e+00]
 [5.600e+00 3.000e-01 3.300e+00 1.200e+00 4.000e-01 9.400e+00 3.480e+01]]"
Cora;pagerank;84;16;6;0.5;0.5;16;0.003;0.7484700122399021;0.7246698347503301;"[[6.800e+01 1.700e+00 8.600e+00 1.090e+01 4.200e+00 8.700e+00 3.900e+00]
 [2.100e+00 4.520e+01 1.120e+01 4.300e+00 4.000e-01 2.500e+00 3.000e-01]
 [9.000e-01 7.000e-01 1.214e+02 1.900e+00 1.000e-01 1.000e+00 0.000e+00]
 [1.830e+01 4.400e+00 8.400e+00 1.927e+02 9.800e+00 1.070e+01 1.700e+00]
 [1.120e+01 2.400e+00 3.500e+00 1.360e+01 8.980e+01 6.300e+00 1.200e+00]
 [6.500e+00 3.300e+00 6.400e+00 7.700e+00 9.000e-01 6.230e+01 2.900e+00]
 [7.800e+00 0.000e+00 3.600e+00 3.400e+00 3.000e-01 7.800e+00 3.210e+01]]"
Cora;pagerank;91;16;6;0.5;0.5;16;0.003;0.7607099143206855;0.7365770778636784;"[[7.160e+01 1.500e+00 8.300e+00 9.700e+00 4.300e+00 7.000e+00 3.600e+00]
 [2.400e+00 4.490e+01 1.080e+01 4.400e+00 7.000e-01 2.600e+00 2.000e-01]
 [1.000e+00 7.000e-01 1.210e+02 1.800e+00 1.000e-01 1.400e+00 0.000e+00]
 [2.080e+01 3.200e+00 7.100e+00 1.934e+02 1.040e+01 9.900e+00 1.200e+00]
 [1.010e+01 2.200e+00 3.100e+00 9.800e+00 9.560e+01 5.900e+00 1.300e+00]
 [7.500e+00 2.800e+00 5.900e+00 6.100e+00 1.000e+00 6.400e+01 2.700e+00]
 [9.100e+00 0.000e+00 3.500e+00 3.200e+00 1.000e-01 8.100e+00 3.100e+01]]"
Cora;pagerank;98;16;6;0.5;0.5;16;0.003;0.7663402692778457;0.7412134618021442;"[[7.520e+01 1.300e+00 6.400e+00 1.040e+01 4.300e+00 5.700e+00 2.700e+00]
 [3.500e+00 4.420e+01 9.000e+00 5.400e+00 6.000e-01 3.100e+00 2.000e-01]
 [1.600e+00 7.000e-01 1.203e+02 1.900e+00 1.000e-01 1.400e+00 0.000e+00]
 [2.340e+01 2.100e+00 3.800e+00 1.993e+02 9.400e+00 7.000e+00 1.000e+00]
 [1.160e+01 1.900e+00 1.500e+00 1.250e+01 9.430e+01 5.000e+00 1.200e+00]
 [8.200e+00 2.700e+00 4.000e+00 7.600e+00 8.000e-01 6.400e+01 2.700e+00]
 [1.100e+01 0.000e+00 2.700e+00 4.100e+00 2.000e-01 8.200e+00 2.880e+01]]"
Cora;pagerank;105;16;6;0.5;0.5;16;0.003;0.7750305997552019;0.751449036125108;"[[7.260e+01 1.400e+00 7.100e+00 1.040e+01 5.100e+00 6.200e+00 3.200e+00]
 [2.100e+00 4.610e+01 9.600e+00 4.300e+00 6.000e-01 3.100e+00 2.000e-01]
 [9.000e-01 6.000e-01 1.207e+02 2.100e+00 3.000e-01 1.400e+00 0.000e+00]
 [1.880e+01 2.600e+00 5.700e+00 1.999e+02 1.090e+01 6.900e+00 1.200e+00]
 [9.300e+00 2.200e+00 1.500e+00 1.080e+01 9.670e+01 5.800e+00 1.700e+00]
 [6.200e+00 2.800e+00 5.900e+00 6.100e+00 1.000e+00 6.510e+01 2.900e+00]
 [8.400e+00 0.000e+00 3.100e+00 3.300e+00 1.000e-01 8.000e+00 3.210e+01]]"
Cora;pagerank;112;16;6;0.5;0.5;16;0.003;0.7772337821297429;0.7531009707424452;"[[7.180e+01 1.700e+00 4.900e+00 1.350e+01 4.500e+00 6.500e+00 3.100e+00]
 [1.900e+00 4.710e+01 7.000e+00 7.100e+00 1.000e-01 2.600e+00 2.000e-01]
 [1.400e+00 8.000e-01 1.174e+02 5.000e+00 2.000e-01 1.200e+00 0.000e+00]
 [1.480e+01 2.300e+00 2.900e+00 2.076e+02 1.040e+01 6.900e+00 1.100e+00]
 [8.600e+00 2.300e+00 7.000e-01 1.430e+01 9.360e+01 7.000e+00 1.500e+00]
 [6.000e+00 2.400e+00 4.200e+00 7.000e+00 8.000e-01 6.720e+01 2.400e+00]
 [7.600e+00 0.000e+00 1.700e+00 6.000e+00 2.000e-01 9.200e+00 3.030e+01]]"
Cora;pagerank;119;16;6;0.5;0.5;16;0.003;0.783108935128519;0.7590585438607793;"[[7.190e+01 1.700e+00 5.800e+00 1.430e+01 4.300e+00 4.600e+00 3.400e+00]
 [1.900e+00 4.660e+01 8.000e+00 6.700e+00 0.000e+00 2.600e+00 2.000e-01]
 [1.400e+00 8.000e-01 1.192e+02 3.700e+00 1.000e-01 8.000e-01 0.000e+00]
 [1.410e+01 2.300e+00 4.600e+00 2.096e+02 9.700e+00 4.900e+00 8.000e-01]
 [9.000e+00 2.300e+00 1.200e+00 1.360e+01 9.440e+01 5.500e+00 2.000e+00]
 [6.500e+00 2.500e+00 5.300e+00 6.400e+00 6.000e-01 6.620e+01 2.500e+00]
 [7.900e+00 1.000e-01 2.300e+00 5.400e+00 1.000e-01 7.300e+00 3.190e+01]]"
Cora;pagerank;126;16;6;0.5;0.5;16;0.003;0.7827417380660955;0.7587104607125688;"[[7.180e+01 1.700e+00 7.100e+00 1.290e+01 4.100e+00 5.700e+00 2.700e+00]
 [1.800e+00 4.770e+01 8.300e+00 6.300e+00 0.000e+00 1.800e+00 1.000e-01]
 [1.200e+00 8.000e-01 1.196e+02 3.100e+00 1.000e-01 1.200e+00 0.000e+00]
 [1.430e+01 3.800e+00 5.100e+00 2.058e+02 1.040e+01 5.900e+00 7.000e-01]
 [7.400e+00 2.500e+00 1.900e+00 1.170e+01 9.570e+01 7.100e+00 1.700e+00]
 [6.300e+00 2.500e+00 6.000e+00 4.500e+00 6.000e-01 6.820e+01 1.900e+00]
 [7.200e+00 0.000e+00 4.100e+00 5.300e+00 1.000e-01 7.600e+00 3.070e+01]]"
Cora;pagerank;133;16;6;0.5;0.5;16;0.003;0.7875152998776009;0.763428178848961;"[[7.190e+01 1.300e+00 6.200e+00 1.470e+01 3.500e+00 5.400e+00 3.000e+00]
 [1.400e+00 4.540e+01 7.200e+00 9.700e+00 2.000e-01 1.900e+00 2.000e-01]
 [1.400e+00 6.000e-01 1.187e+02 4.000e+00 2.000e-01 1.100e+00 0.000e+00]
 [1.310e+01 2.600e+00 3.000e+00 2.119e+02 9.500e+00 5.200e+00 7.000e-01]
 [6.500e+00 2.300e+00 7.000e-01 1.500e+01 9.590e+01 6.200e+00 1.400e+00]
 [6.300e+00 2.100e+00 4.700e+00 6.100e+00 7.000e-01 6.800e+01 2.100e+00]
 [7.200e+00 0.000e+00 2.400e+00 6.200e+00 2.000e-01 7.400e+00 3.160e+01]]"
Cora;pagerank;140;16;6;0.5;0.5;16;0.003;0.7893512851897185;0.7662109308121635;"[[7.330e+01 1.200e+00 5.400e+00 1.480e+01 4.100e+00 4.200e+00 3.000e+00]
 [1.700e+00 4.590e+01 7.000e+00 9.400e+00 2.000e-01 1.600e+00 2.000e-01]
 [1.400e+00 8.000e-01 1.177e+02 5.000e+00 2.000e-01 9.000e-01 0.000e+00]
 [1.510e+01 2.000e+00 2.800e+00 2.117e+02 9.300e+00 4.500e+00 6.000e-01]
 [7.500e+00 2.100e+00 6.000e-01 1.370e+01 9.760e+01 5.000e+00 1.500e+00]
 [6.200e+00 1.900e+00 4.800e+00 6.400e+00 9.000e-01 6.760e+01 2.200e+00]
 [7.800e+00 1.000e-01 2.600e+00 6.800e+00 2.000e-01 6.400e+00 3.110e+01]]"
Cora;random;7;16;6;0.5;0.5;16;0.003;0.2613219094247246;0.19191770365685012;"[[28.4 18.  17.9  9.3  7.1 12.5 12.8]
 [ 9.4 15.4 17.7  7.2  3.7  6.   6.6]
 [ 5.6 32.6 57.  11.   3.2  5.8 10.8]
 [18.6 57.6 46.7 54.4 26.6 20.2 21.9]
 [ 9.7 28.1 19.7 21.2 32.7  7.5  9.1]
 [16.6 15.1 21.   6.8  3.8 15.2 11.5]
 [10.8 10.3 12.6  2.5  2.3  6.1 10.4]]"
Cora;random;14;16;6;0.5;0.5;16;0.003;0.34357405140758873;0.28194765575721437;"[[23.  22.6  9.9  8.7  4.8 20.8 16.2]
 [ 0.6 21.9  8.4  8.3  4.8 14.3  7.7]
 [ 2.2 30.  57.5 12.   1.2 12.3 10.8]
 [11.1 48.2 22.3 99.  17.6 25.3 22.5]
 [ 5.9 28.   6.4 27.7 29.5 21.   9.5]
 [ 6.5 18.8  5.8  4.4  4.6 33.4 16.5]
 [ 5.8 13.   4.1  3.3  2.1 10.3 16.4]]"
Cora;random;21;16;6;0.5;0.5;16;0.003;0.4470012239902081;0.37657561501814274;"[[ 28.2  23.1   7.1  16.   10.7  12.    8.9]
 [  2.6  19.5  12.7   9.7  13.2   6.4   1.9]
 [  2.2  11.5  73.   16.4  14.6   7.6   0.7]
 [ 12.4  28.9  20.3 134.9  27.6  19.9   2. ]
 [  5.8  15.7   7.4  27.1  58.5  11.1   2.4]
 [  8.5  17.4   6.5   7.2   6.   34.8   9.6]
 [  8.4  10.6   4.4   6.    2.1   7.2  16.3]]"
Cora;random;28;16;6;0.5;0.5;16;0.003;0.508812729498164;0.44838802182671184;"[[3.050e+01 2.770e+01 4.600e+00 1.960e+01 5.800e+00 1.490e+01 2.900e+00]
 [4.600e+00 2.620e+01 1.110e+01 6.700e+00 6.100e+00 1.120e+01 1.000e-01]
 [2.700e+00 1.470e+01 8.610e+01 7.800e+00 3.200e+00 1.120e+01 3.000e-01]
 [1.420e+01 3.720e+01 1.660e+01 1.462e+02 1.010e+01 2.070e+01 1.000e+00]
 [6.200e+00 1.710e+01 7.500e+00 2.410e+01 5.940e+01 1.340e+01 3.000e-01]
 [6.700e+00 1.430e+01 6.100e+00 5.800e+00 1.900e+00 5.250e+01 2.700e+00]
 [7.200e+00 1.070e+01 2.600e+00 9.200e+00 4.000e-01 1.010e+01 1.480e+01]]"
Cora;random;35;16;6;0.5;0.5;16;0.003;0.572827417380661;0.5055168972168198;"[[ 34.1  24.1   5.1  23.4   6.2   9.1   4. ]
 [  2.5  32.2   8.9  12.    4.3   5.5   0.6]
 [  2.3   7.5 103.    4.3   1.    6.9   1. ]
 [  8.5  33.3   9.6 171.6   9.6  12.5   0.9]
 [  3.7  17.2   4.2  28.1  64.9   8.8   1.1]
 [  7.   16.5   6.3   6.9   5.2  44.    4.1]
 [  6.4  11.8   3.7   8.7   0.6   5.6  18.2]]"
Cora;random;42;16;6;0.5;0.5;16;0.003;0.5965728274173807;0.5387597457674358;"[[ 57.   12.3   2.7  16.9   4.8   8.8   3.5]
 [ 11.8  32.3   5.4  12.4   1.9   2.    0.2]
 [ 10.1  11.5  87.1  12.3   1.1   3.3   0.6]
 [ 25.2  24.6   4.5 176.8   8.7   5.4   0.8]
 [ 11.3  12.6   1.3  26.9  67.8   7.2   0.9]
 [ 16.5   8.4   3.5   6.8   4.8  46.8   3.2]
 [ 13.1   4.5   2.2   6.6   1.4   7.6  19.6]]"
Cora;random;49;16;6;0.5;0.5;16;0.003;0.6413708690330477;0.5809536282075867;"[[ 51.4  18.1   2.9  18.5   2.9   6.9   5.3]
 [  7.   37.9   7.1  11.2   1.2   1.3   0.3]
 [  3.   10.1 103.5   5.9   0.8   1.8   0.9]
 [ 14.6  21.5   4.1 192.4   6.2   5.5   1.7]
 [  6.6  13.6   2.7  28.8  66.4   8.4   1.5]
 [  9.1  10.4   4.3  10.9   1.   48.7   5.6]
 [  9.2   6.8   2.1   7.1   0.4   5.7  23.7]]"
Cora;random;56;16;6;0.5;0.5;16;0.003;0.6744186046511629;0.613443338024233;"[[5.480e+01 1.210e+01 4.300e+00 1.910e+01 3.200e+00 9.200e+00 3.300e+00]
 [5.600e+00 3.890e+01 8.000e+00 9.800e+00 9.000e-01 2.800e+00 0.000e+00]
 [2.500e+00 1.010e+01 1.064e+02 4.500e+00 6.000e-01 1.800e+00 1.000e-01]
 [1.300e+01 1.650e+01 5.500e+00 1.956e+02 8.100e+00 7.000e+00 3.000e-01]
 [5.500e+00 8.100e+00 1.900e+00 2.320e+01 7.830e+01 1.030e+01 7.000e-01]
 [8.600e+00 9.000e+00 4.900e+00 7.800e+00 2.300e+00 5.530e+01 2.100e+00]
 [9.200e+00 5.100e+00 3.100e+00 7.900e+00 3.000e-01 7.700e+00 2.170e+01]]"
Cora;random;63;16;6;0.5;0.5;16;0.003;0.691187270501836;0.631810268382387;"[[5.540e+01 1.050e+01 4.800e+00 1.850e+01 4.200e+00 9.200e+00 3.400e+00]
 [3.400e+00 4.000e+01 8.900e+00 9.500e+00 2.000e+00 2.100e+00 1.000e-01]
 [1.400e+00 3.400e+00 1.116e+02 4.500e+00 8.000e-01 4.200e+00 1.000e-01]
 [1.300e+01 1.500e+01 7.300e+00 1.938e+02 1.060e+01 5.800e+00 5.000e-01]
 [4.800e+00 6.100e+00 2.200e+00 1.970e+01 8.650e+01 7.900e+00 8.000e-01]
 [7.800e+00 9.200e+00 6.000e+00 5.600e+00 3.200e+00 5.640e+01 1.800e+00]
 [9.200e+00 5.300e+00 3.100e+00 7.900e+00 6.000e-01 7.900e+00 2.100e+01]]"
Cora;random;70;16;6;0.5;0.5;16;0.003;0.71468788249694;0.6740826259353866;"[[6.140e+01 8.600e+00 5.100e+00 1.610e+01 5.800e+00 5.300e+00 3.700e+00]
 [4.000e+00 4.230e+01 7.500e+00 9.400e+00 1.800e+00 9.000e-01 1.000e-01]
 [2.500e+00 3.700e+00 1.149e+02 3.400e+00 8.000e-01 6.000e-01 1.000e-01]
 [1.380e+01 1.320e+01 8.600e+00 1.950e+02 1.130e+01 3.800e+00 3.000e-01]
 [5.700e+00 4.700e+00 4.300e+00 2.020e+01 8.820e+01 4.200e+00 7.000e-01]
 [9.900e+00 6.400e+00 6.000e+00 6.700e+00 2.100e+00 5.690e+01 2.000e+00]
 [1.090e+01 4.100e+00 2.400e+00 7.600e+00 6.000e-01 4.200e+00 2.520e+01]]"
Cora;random;77;16;6;0.5;0.5;16;0.003;0.7292533659730722;0.6851014476979845;"[[6.780e+01 6.300e+00 3.800e+00 1.290e+01 5.500e+00 5.200e+00 4.500e+00]
 [7.300e+00 4.180e+01 5.000e+00 8.900e+00 1.500e+00 1.400e+00 1.000e-01]
 [5.700e+00 3.200e+00 1.111e+02 3.800e+00 6.000e-01 1.500e+00 1.000e-01]
 [1.710e+01 8.800e+00 3.600e+00 1.992e+02 1.140e+01 4.900e+00 1.000e+00]
 [8.100e+00 3.100e+00 5.000e-01 1.830e+01 9.180e+01 5.000e+00 1.200e+00]
 [1.200e+01 5.900e+00 3.900e+00 5.200e+00 2.800e+00 5.620e+01 4.000e+00]
 [1.210e+01 2.000e+00 9.000e-01 6.600e+00 6.000e-01 4.900e+00 2.790e+01]]"
Cora;random;84;16;6;0.5;0.5;16;0.003;0.738188494492044;0.6908624116125699;"[[6.780e+01 6.300e+00 4.600e+00 1.350e+01 5.900e+00 4.200e+00 3.700e+00]
 [5.500e+00 4.140e+01 5.500e+00 1.030e+01 1.500e+00 1.700e+00 1.000e-01]
 [2.700e+00 3.500e+00 1.135e+02 3.700e+00 1.100e+00 1.400e+00 1.000e-01]
 [1.320e+01 7.600e+00 3.500e+00 2.053e+02 1.140e+01 4.400e+00 6.000e-01]
 [7.700e+00 3.300e+00 2.000e-01 1.970e+01 9.380e+01 3.100e+00 2.000e-01]
 [1.060e+01 6.700e+00 5.700e+00 7.700e+00 2.100e+00 5.330e+01 3.900e+00]
 [1.210e+01 2.300e+00 6.000e-01 6.800e+00 1.200e+00 4.000e+00 2.800e+01]]"
Cora;random;91;16;6;0.5;0.5;16;0.003;0.7467564259485924;0.7059322330919706;"[[ 65.5   7.8   4.7  12.1   6.2   4.7   5. ]
 [  2.9  48.1   4.8   8.    1.    0.4   0.8]
 [  2.3   3.2 114.5   2.9   0.8   1.    1.3]
 [ 14.5   6.6   3.9 205.7   9.9   4.1   1.3]
 [  8.1   2.9   0.7  18.6  92.8   3.8   1.1]
 [  9.    5.5   5.6   9.2   2.   53.3   5.4]
 [  9.7   2.1   1.4   6.2   0.9   4.5  30.2]]"
